Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name,pH
26.75,68.72,47.08,Clayey,Millets,17,4,1,Tata Paras NPK 10:26:26,5.7
18.04,81.52,51.16,Loamy,Sugarcane,12,5,25,Kribhco NPK 20:20:0,7.18
27.35,60.8,54.43,Sandy,Paddy,16,16,11,MAP 28:28:0,6.75
34.93,44.87,35.35,Clayey,Cotton,11,12,10,Iffco NPK 17:17:17,6.42
23.62,71.42,36.66,Black,Barley,18,5,8,NPK Complex 14:35:14,7.04
24.06,56.09,44.95,Clayey,Wheat,44,5,2,Tata Paras NPK 10:26:26,6.94
28.76,75.25,23.5,Sandy,Oil seeds,3,12,21,Urea (46% N),6.46
22.74,87.7,53.41,Red,Oil seeds,16,1,8,Tata Paras NPK 10:26:26,6.15
17.28,85.95,34.15,Loamy,Tobacco,18,12,13,Iffco NPK 17:17:17,6.27
28.37,85.79,48.37,Sandy,Ground Nuts,2,12,31,Urea (46% N),6.29
18.29,78.58,52.75,Black,Paddy,19,20,3,DAP (18:46:0),7.27
26.94,70.01,26.78,Loamy,Sugarcane,9,19,28,Urea (46% N),6.32
21.71,47.44,23.92,Clayey,Paddy,14,5,22,Kribhco NPK 20:20:0,5.52
26.94,45.59,65.07,Red,Pulses,7,3,16,Iffco NPK 17:17:17,6.06
38.13,43.94,36.47,Red,Tobacco,16,5,5,NPK Complex 14:35:14,5.88
39.04,75.83,47.84,Black,Pulses,4,4,19,Iffco NPK 17:17:17,6.56
24.17,77.24,29.57,Loamy,Cotton,13,8,8,NPK Complex 14:35:14,6.7
32.94,57.77,26.12,Black,Pulses,8,3,6,Tata Paras NPK 10:26:26,6.49
16.89,82.85,40.62,Loamy,Sugarcane,22,7,11,Tata Paras NPK 10:26:26,7.21
17.32,75.09,22.36,Black,Wheat,15,6,18,Kribhco NPK 20:20:0,5.91
31.58,69.91,69.12,Red,Sugarcane,5,5,25,Kribhco NPK 20:20:0,6.4
37.17,56.85,58.83,Loamy,Sugarcane,16,22,3,DAP (18:46:0),5.69
31.19,86.19,37.41,Sandy,Wheat,35,2,2,Tata Paras NPK 10:26:26,6.99
24.78,58.45,53.39,Clayey,Ground Nuts,8,4,22,Kribhco NPK 20:20:0,6.59
34.0,53.05,65.91,Loamy,Oil seeds,6,7,26,Kribhco NPK 20:20:0,5.97
24.2,84.85,49.93,Sandy,Wheat,16,19,9,MAP 28:28:0,5.59
26.18,74.6,48.68,Sandy,Wheat,8,4,21,Kribhco NPK 20:20:0,6.81
33.0,63.9,60.82,Loamy,Barley,10,7,17,Iffco NPK 17:17:17,5.93
27.79,49.09,46.74,Black,Millets,8,6,15,Kribhco NPK 20:20:0,6.43
31.37,49.71,20.55,Black,Ground Nuts,12,14,10,DAP (18:46:0),6.01
37.75,49.05,39.64,Sandy,Cotton,8,20,16,Urea (46% N),6.79
28.41,88.27,68.18,Loamy,Maize,5,27,26,Urea (46% N),7.21
36.34,77.5,24.76,Black,Oil seeds,16,6,6,Tata Paras NPK 10:26:26,7.41
27.05,78.73,67.99,Clayey,Ground Nuts,7,7,22,Kribhco NPK 20:20:0,6.22
17.06,85.15,31.14,Red,Tobacco,13,16,17,Iffco NPK 17:17:17,7.35
27.82,52.3,20.96,Sandy,Tobacco,6,13,18,Kribhco NPK 20:20:0,5.69
28.66,86.87,21.74,Loamy,Paddy,24,9,6,NPK Complex 14:35:14,5.82
16.38,67.86,50.0,Red,Millets,9,4,16,Kribhco NPK 20:20:0,7.2
17.35,50.13,25.32,Clayey,Ground Nuts,9,9,12,Iffco NPK 17:17:17,5.98
19.92,62.59,43.12,Sandy,Pulses,10,3,8,Tata Paras NPK 10:26:26,5.69
36.85,52.68,50.54,Clayey,Ground Nuts,2,12,28,Urea (46% N),6.61
33.16,49.76,46.54,Clayey,Oil seeds,8,5,12,NPK Complex 14:35:14,6.12
33.8,52.24,39.68,Red,Pulses,1,10,30,Urea (46% N),5.74
37.99,45.36,27.32,Sandy,Millets,17,3,9,Tata Paras NPK 10:26:26,5.83
17.32,52.97,35.45,Black,Paddy,15,11,11,Iffco NPK 17:17:17,5.99
31.2,76.56,28.71,Sandy,Wheat,12,15,17,Urea (46% N),6.89
19.57,79.99,36.74,Clayey,Tobacco,9,11,19,Kribhco NPK 20:20:0,7.01
32.54,52.49,55.58,Loamy,Ground Nuts,8,15,6,DAP (18:46:0),6.26
37.13,59.81,43.76,Sandy,Paddy,36,5,4,Tata Paras NPK 10:26:26,6.09
39.73,56.36,39.96,Loamy,Maize,19,10,13,Iffco NPK 17:17:17,6.53
28.7,70.03,68.64,Black,Barley,11,12,17,Iffco NPK 17:17:17,5.81
36.1,72.83,54.58,Clayey,Ground Nuts,8,4,32,Kribhco NPK 20:20:0,5.6
31.8,66.41,33.92,Sandy,Cotton,14,11,3,NPK Complex 14:35:14,6.22
28.16,77.53,42.23,Red,Sugarcane,10,10,26,Kribhco NPK 20:20:0,7.08
25.68,79.08,35.05,Sandy,Millets,12,13,6,DAP (18:46:0),6.75
15.03,50.61,64.73,Loamy,Sugarcane,7,15,29,Urea (46% N),6.79
18.81,40.84,65.2,Loamy,Paddy,7,9,18,Kribhco NPK 20:20:0,6.9
38.03,68.34,39.47,Clayey,Wheat,23,6,9,NPK Complex 14:35:14,6.66
25.42,84.58,33.7,Sandy,Sugarcane,15,20,2,DAP (18:46:0),7.35
23.33,89.17,22.93,Clayey,Maize,31,9,11,Tata Paras NPK 10:26:26,7.24
30.2,65.42,58.92,Clayey,Sugarcane,18,11,7,NPK Complex 14:35:14,5.98
33.16,75.02,61.39,Clayey,Tobacco,27,7,9,Tata Paras NPK 10:26:26,5.83
24.54,44.85,48.21,Clayey,Ground Nuts,10,8,10,Iffco NPK 17:17:17,5.93
17.64,67.99,48.16,Clayey,Wheat,24,10,12,Iffco NPK 17:17:17,5.63
32.71,57.75,63.0,Clayey,Oil seeds,6,5,12,Iffco NPK 17:17:17,5.68
23.78,80.68,67.4,Black,Ground Nuts,5,8,13,Iffco NPK 17:17:17,5.98
21.31,77.68,48.4,Black,Wheat,19,18,6,MAP 28:28:0,6.32
33.76,54.33,36.37,Red,Maize,8,9,22,Kribhco NPK 20:20:0,5.52
25.06,83.61,48.64,Sandy,Oil seeds,11,6,4,Tata Paras NPK 10:26:26,7.36
36.24,69.31,51.7,Loamy,Paddy,19,17,6,DAP (18:46:0),6.52
17.67,76.06,59.69,Loamy,Barley,10,19,14,MAP 28:28:0,7.33
22.52,63.34,61.49,Sandy,Tobacco,8,4,20,Kribhco NPK 20:20:0,5.86
26.15,50.81,57.15,Clayey,Oil seeds,11,6,2,Tata Paras NPK 10:26:26,7.49
35.12,62.64,50.57,Loamy,Millets,9,6,3,NPK Complex 14:35:14,6.22
34.44,56.16,43.54,Red,Paddy,17,16,2,DAP (18:46:0),6.81
33.63,78.13,24.72,Loamy,Wheat,22,14,6,MAP 28:28:0,7.49
38.64,62.75,36.91,Sandy,Cotton,12,16,6,MAP 28:28:0,6.93
20.58,58.67,53.84,Sandy,Millets,8,7,16,Kribhco NPK 20:20:0,6.61
27.31,73.89,21.08,Black,Maize,38,3,4,Tata Paras NPK 10:26:26,7.21
34.43,86.86,39.97,Red,Ground Nuts,6,14,10,MAP 28:28:0,6.88
18.58,49.65,38.67,Red,Maize,10,22,22,Urea (46% N),7.39
37.95,89.21,37.6,Sandy,Oil seeds,6,15,27,Urea (46% N),6.78
22.33,58.24,68.52,Clayey,Maize,32,2,4,Tata Paras NPK 10:26:26,7.48
17.53,90.0,68.55,Sandy,Barley,11,6,26,Kribhco NPK 20:20:0,7.01
27.94,55.63,42.62,Black,Tobacco,19,9,12,Iffco NPK 17:17:17,7.44
25.55,78.42,45.14,Clayey,Cotton,6,8,9,Iffco NPK 17:17:17,6.54
36.02,43.26,48.9,Black,Millets,12,8,8,Iffco NPK 17:17:17,7.28
25.54,49.4,55.04,Black,Wheat,43,3,8,Tata Paras NPK 10:26:26,6.73
32.94,41.21,31.54,Loamy,Wheat,24,9,11,Iffco NPK 17:17:17,6.02
23.62,44.52,44.9,Loamy,Tobacco,4,21,24,Urea (46% N),5.82
16.62,60.7,34.08,Clayey,Oil seeds,13,5,7,Tata Paras NPK 10:26:26,5.84
33.38,44.04,45.34,Black,Ground Nuts,9,6,7,NPK Complex 14:35:14,5.57
19.63,63.19,34.47,Red,Maize,5,24,23,Urea (46% N),7.09
18.82,82.86,59.91,Sandy,Oil seeds,7,11,2,DAP (18:46:0),7.19
15.61,44.65,33.32,Black,Oil seeds,3,12,19,Urea (46% N),7.14
37.85,72.21,49.85,Clayey,Wheat,16,9,6,NPK Complex 14:35:14,6.1
32.88,84.52,49.77,Loamy,Ground Nuts,6,15,30,Urea (46% N),7.43
23.41,63.74,45.89,Red,Maize,14,11,13,NPK Complex 14:35:14,6.34
21.1,41.59,23.73,Red,Maize,22,18,10,Iffco NPK 17:17:17,5.59
27.03,68.58,22.45,Clayey,Paddy,5,18,16,Urea (46% N),6.31
27.08,45.9,61.08,Clayey,Wheat,29,19,4,DAP (18:46:0),6.7
32.52,42.35,45.22,Loamy,Tobacco,11,12,15,Iffco NPK 17:17:17,5.65
21.65,71.49,57.84,Black,Wheat,44,6,8,Tata Paras NPK 10:26:26,6.44
24.39,61.4,67.15,Clayey,Millets,9,11,5,DAP (18:46:0),6.77
25.29,42.22,53.07,Black,Sugarcane,14,12,12,NPK Complex 14:35:14,5.76
17.14,81.46,33.8,Clayey,Barley,10,9,8,NPK Complex 14:35:14,7.25
25.41,41.5,62.44,Red,Barley,11,14,15,Iffco NPK 17:17:17,6.05
38.59,73.22,46.57,Loamy,Ground Nuts,7,13,10,DAP (18:46:0),6.81
17.18,63.02,65.42,Red,Oil seeds,8,8,12,NPK Complex 14:35:14,5.94
26.39,74.6,20.84,Sandy,Ground Nuts,2,14,28,Urea (46% N),6.04
18.44,55.93,62.02,Sandy,Sugarcane,13,18,2,DAP (18:46:0),7.4
18.44,77.43,40.81,Sandy,Maize,16,7,26,Kribhco NPK 20:20:0,6.8
34.53,69.5,61.17,Black,Ground Nuts,15,4,10,Tata Paras NPK 10:26:26,6.66
31.03,52.63,50.66,Clayey,Tobacco,17,19,7,DAP (18:46:0),5.68
33.29,62.42,20.81,Loamy,Tobacco,8,20,22,Urea (46% N),7.43
31.39,57.54,65.71,Red,Millets,11,16,3,DAP (18:46:0),6.5
21.17,76.83,53.9,Black,Barley,6,21,25,Urea (46% N),6.55
36.22,60.94,63.17,Loamy,Millets,11,4,7,NPK Complex 14:35:14,7.02
16.35,83.34,30.57,Sandy,Oil seeds,13,2,6,Tata Paras NPK 10:26:26,7.25
39.19,69.23,65.22,Loamy,Barley,18,20,8,DAP (18:46:0),6.78
22.93,88.67,49.15,Red,Millets,10,4,16,Kribhco NPK 20:20:0,6.17
20.08,72.65,36.66,Clayey,Sugarcane,15,9,11,NPK Complex 14:35:14,6.18
15.82,67.66,28.4,Loamy,Maize,24,18,5,NPK Complex 14:35:14,6.32
30.89,86.32,35.03,Black,Pulses,5,7,13,Iffco NPK 17:17:17,6.6
38.23,72.97,45.96,Red,Sugarcane,15,20,16,MAP 28:28:0,6.58
19.58,55.32,67.01,Black,Ground Nuts,12,14,3,DAP (18:46:0),7.24
28.59,42.72,62.32,Clayey,Tobacco,7,6,25,Kribhco NPK 20:20:0,6.23
22.68,40.72,59.37,Clayey,Maize,21,14,16,Iffco NPK 17:17:17,5.82
18.7,54.17,46.2,Red,Sugarcane,9,14,19,Iffco NPK 17:17:17,6.36
35.35,41.01,44.26,Loamy,Tobacco,9,17,15,MAP 28:28:0,6.78
39.01,53.53,61.33,Sandy,Maize,13,30,27,Urea (46% N),6.2
19.88,68.43,65.62,Loamy,Maize,4,22,20,Urea (46% N),6.57
20.86,74.73,63.78,Black,Cotton,21,1,6,Tata Paras NPK 10:26:26,6.58
38.85,67.47,33.55,Black,Tobacco,8,4,25,Kribhco NPK 20:20:0,5.57
17.34,78.19,40.54,Loamy,Maize,35,9,8,Tata Paras NPK 10:26:26,6.16
32.68,81.69,35.36,Black,Oil seeds,3,4,20,Kribhco NPK 20:20:0,6.3
15.97,72.69,36.95,Clayey,Wheat,8,15,20,Urea (46% N),6.81
24.04,58.8,66.49,Sandy,Barley,9,20,15,MAP 28:28:0,6.82
27.42,79.13,63.01,Clayey,Pulses,6,4,5,NPK Complex 14:35:14,6.93
32.24,48.28,20.26,Loamy,Ground Nuts,8,4,9,NPK Complex 14:35:14,6.38
16.21,86.18,43.87,Sandy,Ground Nuts,10,6,11,NPK Complex 14:35:14,6.3
38.88,57.81,62.5,Loamy,Cotton,15,8,10,NPK Complex 14:35:14,6.77
19.36,78.2,44.81,Loamy,Paddy,6,17,17,Urea (46% N),7.34
17.97,53.41,59.36,Loamy,Maize,15,12,8,NPK Complex 14:35:14,6.01
17.56,52.02,45.39,Sandy,Barley,11,5,22,Kribhco NPK 20:20:0,5.99
23.75,60.16,33.72,Clayey,Paddy,23,12,7,Iffco NPK 17:17:17,6.73
27.68,72.23,22.81,Sandy,Tobacco,11,25,7,MAP 28:28:0,5.95
22.17,85.22,52.76,Black,Barley,5,18,27,Urea (46% N),6.73
35.07,51.87,37.03,Red,Oil seeds,8,8,3,NPK Complex 14:35:14,6.53
39.08,50.72,28.74,Clayey,Millets,11,13,2,DAP (18:46:0),7.39
17.15,87.59,61.92,Red,Wheat,31,5,7,Tata Paras NPK 10:26:26,6.78
24.49,74.29,34.84,Loamy,Wheat,9,17,17,Urea (46% N),7.4
17.66,75.03,39.34,Red,Oil seeds,12,3,10,Tata Paras NPK 10:26:26,6.01
20.3,70.37,40.01,Clayey,Oil seeds,6,4,20,Kribhco NPK 20:20:0,6.26
24.15,48.28,33.16,Red,Paddy,6,9,15,Kribhco NPK 20:20:0,6.7
29.8,84.71,42.89,Clayey,Sugarcane,14,8,8,NPK Complex 14:35:14,7.36
16.55,87.83,34.37,Clayey,Ground Nuts,5,14,17,MAP 28:28:0,5.96
21.27,88.12,58.76,Black,Barley,7,15,14,MAP 28:28:0,6.14
36.99,53.52,64.69,Black,Millets,4,13,17,Urea (46% N),6.35
32.54,51.05,55.57,Loamy,Ground Nuts,10,10,12,Iffco NPK 17:17:17,5.55
16.02,71.49,58.99,Sandy,Cotton,12,6,6,NPK Complex 14:35:14,7.38
28.66,84.9,65.02,Red,Ground Nuts,7,15,17,MAP 28:28:0,6.2
15.06,69.81,36.01,Black,Oil seeds,4,8,23,Kribhco NPK 20:20:0,7.22
29.15,75.01,68.89,Sandy,Barley,9,11,20,Kribhco NPK 20:20:0,6.85
35.92,56.17,28.83,Loamy,Ground Nuts,8,10,8,MAP 28:28:0,6.67
22.62,88.36,53.82,Sandy,Sugarcane,9,7,10,Iffco NPK 17:17:17,5.61
33.59,63.57,64.47,Sandy,Wheat,17,21,11,MAP 28:28:0,7.03
21.09,44.95,57.68,Sandy,Tobacco,10,27,21,Urea (46% N),7.26
19.9,65.14,22.43,Loamy,Wheat,27,11,9,NPK Complex 14:35:14,5.98
19.54,88.74,59.05,Sandy,Cotton,14,16,3,DAP (18:46:0),7.36
20.03,89.43,51.54,Sandy,Cotton,15,10,9,NPK Complex 14:35:14,7.43
18.0,43.57,69.49,Loamy,Pulses,2,8,24,Urea (46% N),5.65
32.25,62.46,69.18,Loamy,Ground Nuts,7,6,15,Iffco NPK 17:17:17,5.99
33.16,83.41,57.93,Black,Oil seeds,2,3,23,Kribhco NPK 20:20:0,5.63
19.77,76.43,21.2,Loamy,Ground Nuts,7,15,9,MAP 28:28:0,6.88
36.7,72.1,41.58,Sandy,Maize,17,7,21,Kribhco NPK 20:20:0,6.26
22.41,60.4,26.84,Loamy,Millets,7,16,20,Urea (46% N),6.65
15.13,42.89,26.4,Loamy,Ground Nuts,5,11,28,Urea (46% N),6.02
35.41,75.15,69.18,Black,Oil seeds,14,6,8,Tata Paras NPK 10:26:26,6.58
26.6,89.27,48.72,Red,Barley,10,20,10,MAP 28:28:0,7.37
17.31,67.13,57.6,Red,Wheat,9,19,14,Urea (46% N),6.35
35.81,56.29,52.16,Black,Oil seeds,16,6,7,Tata Paras NPK 10:26:26,6.64
28.1,47.01,39.82,Black,Oil seeds,6,7,14,Iffco NPK 17:17:17,6.45
33.56,47.53,32.85,Clayey,Paddy,6,15,17,Urea (46% N),7.05
19.9,58.15,26.67,Black,Maize,26,12,3,Tata Paras NPK 10:26:26,7.14
26.87,62.86,52.78,Red,Tobacco,21,14,7,NPK Complex 14:35:14,6.74
33.01,66.17,68.92,Red,Wheat,32,9,2,Tata Paras NPK 10:26:26,7.41
19.62,59.42,36.4,Clayey,Ground Nuts,8,15,17,MAP 28:28:0,6.02
21.58,83.87,66.02,Loamy,Tobacco,14,24,9,DAP (18:46:0),7.27
17.11,51.63,63.84,Clayey,Millets,17,6,5,Tata Paras NPK 10:26:26,5.73
38.15,52.2,25.04,Black,Millets,12,10,6,Iffco NPK 17:17:17,6.64
16.7,68.35,67.62,Black,Pulses,7,4,15,NPK Complex 14:35:14,7.35
34.9,80.46,49.13,Red,Maize,14,15,12,NPK Complex 14:35:14,7.49
15.01,60.82,47.17,Red,Cotton,7,13,8,MAP 28:28:0,7.14
23.83,52.91,38.65,Red,Sugarcane,12,20,9,DAP (18:46:0),6.22
16.36,65.17,26.18,Clayey,Paddy,8,8,16,Kribhco NPK 20:20:0,5.82
33.23,48.43,55.73,Red,Oil seeds,5,5,10,Iffco NPK 17:17:17,7.22
26.56,78.55,42.19,Black,Cotton,21,2,6,Tata Paras NPK 10:26:26,5.93
19.25,40.99,22.6,Loamy,Ground Nuts,2,13,23,Urea (46% N),7.36
23.43,51.47,41.7,Black,Oil seeds,16,6,5,Tata Paras NPK 10:26:26,5.68
31.43,81.61,50.76,Loamy,Maize,12,32,21,Urea (46% N),7.24
15.02,49.43,50.47,Black,Cotton,8,17,8,MAP 28:28:0,5.53
39.91,57.72,61.13,Black,Tobacco,19,12,11,Iffco NPK 17:17:17,6.05
33.83,64.01,66.3,Loamy,Pulses,7,4,19,Iffco NPK 17:17:17,6.72
31.68,68.48,48.99,Loamy,Sugarcane,10,10,14,Iffco NPK 17:17:17,6.77
35.9,64.08,55.46,Loamy,Barley,18,5,10,NPK Complex 14:35:14,6.91
17.49,74.72,52.07,Clayey,Pulses,4,4,33,Kribhco NPK 20:20:0,7.27
19.96,42.12,26.29,Black,Tobacco,16,15,5,NPK Complex 14:35:14,7.5
35.96,75.82,27.43,Red,Oil seeds,9,15,9,DAP (18:46:0),7.46
39.83,48.81,23.85,Red,Tobacco,23,21,4,DAP (18:46:0),6.68
38.15,68.53,32.2,Black,Paddy,17,20,7,MAP 28:28:0,6.91
35.57,53.26,68.05,Clayey,Maize,22,32,3,DAP (18:46:0),6.04
33.96,89.17,40.96,Loamy,Barley,8,19,25,Urea (46% N),6.53
38.22,48.14,47.52,Black,Oil seeds,7,14,21,Urea (46% N),5.71
32.86,61.92,68.14,Loamy,Paddy,11,10,8,Iffco NPK 17:17:17,5.9
18.65,51.33,47.43,Sandy,Pulses,1,10,24,Urea (46% N),5.93
23.66,65.45,68.71,Black,Wheat,31,21,6,DAP (18:46:0),6.33
25.3,69.9,52.94,Clayey,Barley,15,6,16,Iffco NPK 17:17:17,7.29
33.04,45.28,52.55,Red,Millets,12,16,7,DAP (18:46:0),5.74
30.67,40.78,25.68,Red,Tobacco,31,8,10,Tata Paras NPK 10:26:26,5.78
35.94,63.31,60.58,Loamy,Millets,6,15,12,MAP 28:28:0,6.68
27.07,83.01,30.43,Red,Maize,20,14,3,NPK Complex 14:35:14,5.5
34.31,56.77,29.22,Clayey,Pulses,2,4,29,Kribhco NPK 20:20:0,6.56
19.36,83.52,24.55,Red,Barley,10,18,11,MAP 28:28:0,5.93
15.16,76.86,49.98,Red,Paddy,23,6,6,NPK Complex 14:35:14,6.35
26.99,72.38,60.34,Sandy,Paddy,17,18,11,MAP 28:28:0,5.95
34.47,69.84,60.47,Sandy,Maize,5,28,20,Urea (46% N),6.68
26.25,72.9,34.32,Clayey,Tobacco,11,9,26,Kribhco NPK 20:20:0,7.34
35.1,42.11,20.09,Black,Millets,10,15,9,MAP 28:28:0,5.95
31.49,89.87,42.18,Clayey,Pulses,3,4,28,Kribhco NPK 20:20:0,6.15
17.87,65.06,23.13,Clayey,Paddy,36,7,4,Tata Paras NPK 10:26:26,5.89
32.58,86.7,62.98,Black,Millets,11,5,9,Iffco NPK 17:17:17,7.26
20.24,62.55,48.65,Clayey,Wheat,7,15,19,Urea (46% N),7.5
21.6,78.81,29.17,Loamy,Pulses,4,9,11,MAP 28:28:0,7.31
19.36,80.05,34.04,Clayey,Cotton,16,6,2,Tata Paras NPK 10:26:26,5.8
26.64,49.54,24.16,Black,Sugarcane,18,5,13,NPK Complex 14:35:14,6.08
38.37,42.85,50.82,Black,Pulses,5,5,25,Kribhco NPK 20:20:0,5.79
36.77,72.18,33.01,Red,Maize,12,27,14,MAP 28:28:0,7.43
22.89,67.85,22.07,Sandy,Barley,9,22,13,MAP 28:28:0,5.5
35.65,89.53,59.0,Black,Wheat,27,7,9,Iffco NPK 17:17:17,5.78
15.4,55.85,37.49,Sandy,Pulses,9,4,5,Tata Paras NPK 10:26:26,6.93
30.44,65.49,32.24,Black,Tobacco,14,8,8,Iffco NPK 17:17:17,7.29
20.49,59.44,61.38,Clayey,Pulses,4,10,13,MAP 28:28:0,5.72
27.25,56.9,36.24,Loamy,Wheat,19,11,3,NPK Complex 14:35:14,6.05
23.54,58.33,49.91,Black,Wheat,18,17,6,MAP 28:28:0,7.26
36.86,46.77,44.92,Sandy,Tobacco,15,12,8,Iffco NPK 17:17:17,6.01
27.41,47.64,53.62,Loamy,Pulses,3,3,16,Iffco NPK 17:17:17,7.36
27.32,78.64,33.56,Red,Oil seeds,3,15,26,Urea (46% N),6.49
16.71,54.01,28.27,Loamy,Cotton,14,7,8,NPK Complex 14:35:14,7.42
31.18,50.21,54.49,Sandy,Ground Nuts,7,11,17,MAP 28:28:0,6.8
22.83,65.45,35.14,Clayey,Sugarcane,21,5,3,Tata Paras NPK 10:26:26,6.51
15.14,52.22,52.9,Clayey,Millets,14,16,6,DAP (18:46:0),6.38
16.06,80.33,59.95,Clayey,Wheat,36,8,3,Tata Paras NPK 10:26:26,6.54
17.59,43.78,46.8,Sandy,Sugarcane,13,11,31,Kribhco NPK 20:20:0,6.73
36.64,78.86,44.66,Loamy,Wheat,41,4,6,Tata Paras NPK 10:26:26,6.48
23.55,81.06,43.18,Loamy,Paddy,19,10,4,NPK Complex 14:35:14,6.76
27.93,61.21,56.44,Black,Paddy,10,4,17,Kribhco NPK 20:20:0,5.88
22.21,40.28,20.96,Red,Wheat,15,6,19,Kribhco NPK 20:20:0,7.44
28.98,79.87,25.2,Clayey,Barley,23,8,10,Tata Paras NPK 10:26:26,5.73
35.92,44.48,25.84,Clayey,Oil seeds,11,5,5,NPK Complex 14:35:14,6.46
29.14,59.13,52.51,Red,Paddy,36,3,7,Tata Paras NPK 10:26:26,7.24
17.43,55.8,34.01,Loamy,Wheat,16,12,8,Iffco NPK 17:17:17,6.68
33.43,53.65,31.75,Sandy,Barley,13,16,9,DAP (18:46:0),6.1
36.52,54.79,20.56,Black,Wheat,41,8,2,Tata Paras NPK 10:26:26,5.52
38.37,59.27,61.79,Loamy,Tobacco,10,23,24,Urea (46% N),5.65
15.04,51.65,30.12,Red,Oil seeds,5,10,12,MAP 28:28:0,7.17
30.41,79.72,42.85,Black,Cotton,12,4,2,NPK Complex 14:35:14,5.88
37.54,73.13,64.29,Sandy,Cotton,22,3,3,Tata Paras NPK 10:26:26,6.08
30.43,52.16,41.07,Black,Barley,6,7,27,Kribhco NPK 20:20:0,6.56
39.67,53.03,31.6,Red,Tobacco,17,24,5,DAP (18:46:0),5.85
17.2,83.74,37.43,Loamy,Tobacco,13,10,23,Kribhco NPK 20:20:0,6.04
26.15,77.96,29.68,Black,Oil seeds,13,5,2,Tata Paras NPK 10:26:26,6.73
31.0,52.69,25.84,Black,Tobacco,10,22,13,MAP 28:28:0,6.86
25.63,40.55,54.35,Clayey,Tobacco,12,13,9,NPK Complex 14:35:14,6.19
21.22,87.56,48.06,Black,Barley,7,17,25,Urea (46% N),5.55
36.77,45.2,55.46,Red,Paddy,18,6,17,Kribhco NPK 20:20:0,7.12
19.49,76.18,28.33,Sandy,Sugarcane,17,18,7,DAP (18:46:0),7.27
19.1,43.63,57.51,Sandy,Paddy,27,9,2,Tata Paras NPK 10:26:26,6.8
28.52,60.13,43.11,Black,Oil seeds,10,15,10,DAP (18:46:0),6.18
19.27,47.94,42.1,Black,Wheat,20,10,4,NPK Complex 14:35:14,5.74
34.53,60.39,44.03,Clayey,Pulses,5,5,10,Iffco NPK 17:17:17,6.9
20.81,60.22,26.21,Red,Pulses,5,5,14,Iffco NPK 17:17:17,6.32
22.36,88.51,20.63,Loamy,Ground Nuts,7,15,16,MAP 28:28:0,7.06
27.89,83.03,56.86,Red,Ground Nuts,7,8,33,Kribhco NPK 20:20:0,6.55
37.31,44.35,69.03,Sandy,Wheat,25,22,7,DAP (18:46:0),5.8
31.87,72.07,29.4,Black,Wheat,6,5,15,Kribhco NPK 20:20:0,6.48
22.23,52.89,49.3,Black,Sugarcane,6,19,24,Urea (46% N),6.32
22.26,66.48,52.17,Black,Oil seeds,5,14,15,MAP 28:28:0,6.92
30.86,57.16,41.02,Sandy,Maize,6,27,18,Urea (46% N),7.42
30.98,56.86,45.9,Black,Barley,6,4,20,Kribhco NPK 20:20:0,6.55
36.38,85.07,57.82,Loamy,Oil seeds,11,13,2,DAP (18:46:0),6.84
35.2,83.3,31.56,Loamy,Maize,20,16,7,NPK Complex 14:35:14,7.0
28.83,72.45,32.52,Black,Millets,7,7,11,Iffco NPK 17:17:17,6.14
35.38,80.51,58.26,Red,Wheat,20,14,9,MAP 28:28:0,7.01
20.16,78.18,45.34,Loamy,Cotton,9,19,10,MAP 28:28:0,7.47
38.5,82.18,57.58,Sandy,Cotton,10,8,6,NPK Complex 14:35:14,6.53
29.46,47.05,31.77,Red,Cotton,8,19,8,MAP 28:28:0,5.85
28.68,88.98,59.0,Sandy,Pulses,10,1,7,Tata Paras NPK 10:26:26,5.9
33.03,85.33,29.9,Loamy,Millets,11,8,4,NPK Complex 14:35:14,6.27
17.99,61.85,25.82,Red,Sugarcane,8,9,14,Iffco NPK 17:17:17,7.17
39.73,87.35,25.3,Clayey,Wheat,14,19,15,Urea (46% N),6.29
21.35,84.35,65.41,Loamy,Ground Nuts,9,15,7,DAP (18:46:0),7.42
33.06,44.52,57.42,Loamy,Millets,17,3,4,Tata Paras NPK 10:26:26,6.5
30.46,79.33,68.44,Loamy,Barley,11,11,12,NPK Complex 14:35:14,6.64
16.73,49.46,39.48,Red,Wheat,12,21,8,MAP 28:28:0,5.97
26.11,55.17,65.68,Red,Paddy,17,11,9,Iffco NPK 17:17:17,6.95
25.07,48.3,50.33,Black,Millets,7,14,7,MAP 28:28:0,6.51
15.51,83.38,67.4,Sandy,Tobacco,17,22,9,MAP 28:28:0,6.44
17.69,87.67,65.31,Sandy,Sugarcane,16,18,6,DAP (18:46:0),7.15
29.39,41.31,37.19,Sandy,Ground Nuts,8,8,14,Iffco NPK 17:17:17,6.42
28.19,49.55,64.67,Black,Barley,10,12,8,Iffco NPK 17:17:17,7.37
22.51,53.64,38.03,Loamy,Barley,13,9,7,NPK Complex 14:35:14,6.87
38.58,87.33,21.16,Loamy,Maize,20,24,8,MAP 28:28:0,7.23
17.42,58.21,54.01,Black,Barley,9,22,7,MAP 28:28:0,6.75
31.39,74.56,31.39,Black,Ground Nuts,6,15,28,Urea (46% N),6.98
